Energía Valle,Energía Llano,Energía Punta,Potencia,Coste de gestión
"Valle 0,120417 €/kWh","Llano 0,124649 €/kWh","Punta 0,168687 €/kWh","0,070357 €/kW en P1 y P3",3 € / mes
