Término Potencia Punta,Término Potencia Valle,Término Energía Punta,Término Energía Llano,Término Energía Valle,Compensación Excedentes Sin Impuestos,Compensación Excedentes Con Impuestos
"0,103663€/kW*día","0,034042€/kW*día","0,170000€/kWh","0,116200€/kWh","0,082100€/kWh","0,110000 €/kWh","0,133100 €/kWh"
